time_fs,S2
0.000000000000000000e+00,1.000000002700320856e+00
4.837759999999999838e-01,9.803927063795339070e-01
9.675519999999999676e-01,9.361753694327641373e-01
1.451327999999999951e+00,8.615419068850627138e-01
1.935103999999999935e+00,7.140473508614357812e-01
2.418880000000000141e+00,5.901393990291178282e-01
2.902655999999999903e+00,4.788869223891690785e-01
3.386432000000000109e+00,3.702124014798982010e-01
3.870207999999999871e+00,3.091982954538079476e-01
4.353983999999999632e+00,2.593217455845289177e-01
4.837760000000000282e+00,2.219824788536361448e-01
5.321536000000000044e+00,2.053137845448357035e-01
5.805311999999999806e+00,1.949458321459786592e-01
6.289087999999999568e+00,1.858409235611988564e-01
6.772864000000000217e+00,1.808415475042750020e-01
7.256639999999999979e+00,1.777819769525154636e-01
7.740415999999999741e+00,1.757027396935943453e-01
8.224192000000000391e+00,1.713226294768097901e-01
8.707967999999999265e+00,1.688512138994522904e-01
9.191743999999999915e+00,1.664765979321357059e-01
9.675520000000000564e+00,1.633560382363029306e-01
1.015929599999999944e+01,1.607337076919813645e-01
1.064307200000000009e+01,1.605224862082922088e-01
1.112684800000000074e+01,1.586765386375493525e-01
1.161062399999999961e+01,1.556108857940887158e-01
1.209440000000000026e+01,1.564710715343828051e-01
1.257817599999999914e+01,1.622429031405475952e-01
1.306195199999999979e+01,1.747775999632371069e-01
1.354572800000000043e+01,2.000290454072006785e-01
1.402950399999999931e+01,2.296842203284973627e-01
1.451327999999999996e+01,2.530141175870048720e-01
1.499705600000000061e+01,2.821024921043954747e-01
1.548083199999999948e+01,3.101527134649444406e-01
1.596460800000000013e+01,3.298982485392927266e-01
1.644838400000000078e+01,3.420809474849647591e-01
1.693215999999999966e+01,3.473832765681054147e-01
1.741593599999999853e+01,3.423515511094534225e-01
1.789971200000000096e+01,3.328079356954118939e-01
1.838348799999999983e+01,3.125481334152199198e-01
1.886726399999999870e+01,2.858579945001351597e-01
1.935104000000000113e+01,2.692428817529134988e-01
1.983481600000000000e+01,2.492301551828841888e-01
2.031859199999999888e+01,2.352067482461940584e-01
2.080236800000000130e+01,2.237671268525704138e-01
2.128614400000000018e+01,2.195198550051100927e-01
2.176991999999999905e+01,2.131960341379559865e-01
2.225369600000000148e+01,2.064671439410208365e-01
2.273747200000000035e+01,2.031902244511495093e-01
2.322124799999999922e+01,2.026249706725442024e-01
2.370502400000000165e+01,1.999964412568692451e-01
2.418880000000000052e+01,1.984969641683403674e-01
2.467257599999999940e+01,1.961287084485143217e-01
2.515635199999999827e+01,1.924015689266047602e-01
2.564012800000000070e+01,1.898666488359801452e-01
2.612390399999999957e+01,1.861677208324081234e-01
2.660767999999999844e+01,1.840013551281535487e-01
2.709145600000000087e+01,1.844012778852453516e-01
2.757523199999999974e+01,1.858526101812061071e-01
2.805900799999999862e+01,1.923031132633358231e-01
2.854278400000000104e+01,2.045986395793744084e-01
2.902655999999999992e+01,2.122415662588491847e-01
2.951033599999999879e+01,2.217151679847157164e-01
2.999411200000000122e+01,2.283536263272399891e-01
3.047788800000000009e+01,2.323232725703591461e-01
3.096166399999999896e+01,2.443565564967548620e-01
3.144544000000000139e+01,2.552883859331984695e-01
3.192921600000000026e+01,2.600719689829696368e-01
3.241299200000000269e+01,2.676062533173761970e-01
3.289676800000000156e+01,2.752882643875159130e-01
3.338054400000000044e+01,2.782670605907477390e-01
3.386431999999999931e+01,2.818010245648009948e-01
3.434809599999999818e+01,2.767676892520590792e-01
3.483187199999999706e+01,2.749838048113104061e-01
3.531564800000000304e+01,2.712641278039671366e-01
3.579942400000000191e+01,2.657904262580151333e-01
3.628320000000000078e+01,2.551431841434020353e-01
3.676697599999999966e+01,2.507481461604236239e-01
3.725075199999999853e+01,2.472067870635933640e-01
3.773452799999999741e+01,2.384820117790203975e-01
3.821830399999999628e+01,2.287948119866164698e-01
3.870208000000000226e+01,2.211264966941236254e-01
3.918585600000000113e+01,2.194222190522413518e-01
3.966963200000000001e+01,2.125541821949248067e-01
4.015340799999999888e+01,2.111046916116775252e-01
4.063718399999999775e+01,2.069850284819757247e-01
4.112095999999999663e+01,2.038117449221491517e-01
4.160473600000000260e+01,2.019390197099364959e-01
4.208851200000000148e+01,2.003318867217877275e-01
4.257228800000000035e+01,1.982068980609455744e-01
4.305606399999999923e+01,1.998497817867084525e-01
4.353983999999999810e+01,2.029481702230294671e-01
4.402361599999999697e+01,2.038676096710425878e-01
4.450739200000000295e+01,1.990614352266357745e-01
4.499116800000000183e+01,2.004060393728054890e-01
4.547494400000000070e+01,2.027112443405010289e-01
4.595871999999999957e+01,2.029101842627924202e-01
4.644249599999999845e+01,2.039416910510661041e-01
4.692627199999999732e+01,2.036739927061045619e-01
4.741004800000000330e+01,2.089170501974848548e-01
4.789382400000000217e+01,2.132605527370817489e-01
4.837760000000000105e+01,2.141058011464234689e-01
4.886137599999999992e+01,2.219847763942230379e-01
4.934515199999999879e+01,2.288646236761242014e-01
4.982892799999999767e+01,2.293129375360776212e-01
5.031270399999999654e+01,2.263338974493821487e-01
5.079648000000000252e+01,2.241408181498888430e-01
5.128025600000000139e+01,2.228592069827740330e-01
5.176403200000000027e+01,2.218920082240665725e-01
5.224780799999999914e+01,2.165949583295120329e-01
5.273158399999999801e+01,2.116100322304159953e-01
5.321535999999999689e+01,2.087372092984756955e-01
5.369913600000000287e+01,2.056509217977644521e-01
5.418291200000000174e+01,2.042234473670893613e-01
5.466668800000000061e+01,2.016948496728549201e-01
5.515046399999999949e+01,2.020741250684219281e-01
5.563423999999999836e+01,1.983352866632399625e-01
5.611801599999999723e+01,1.942884198580085153e-01
5.660179200000000321e+01,1.895081819872000140e-01
5.708556800000000209e+01,1.909844718142433007e-01
5.756934400000000096e+01,1.914355652652242057e-01
5.805311999999999983e+01,1.872717954748097657e-01
5.853689599999999871e+01,1.852316690453355008e-01
5.902067199999999758e+01,1.852891092833913456e-01
5.950444799999999645e+01,1.826031703677578333e-01
5.998822400000000243e+01,1.825365619775955184e-01
6.047200000000000131e+01,1.832447657808438657e-01
6.095577600000000018e+01,1.842182400941722864e-01
6.143955199999999905e+01,1.861608932266099192e-01
6.192332799999999793e+01,1.880217283425601182e-01
6.240710399999999680e+01,1.880931530216556902e-01
6.289088000000000278e+01,1.893424148980811239e-01
6.337465600000000165e+01,1.908227640973819417e-01
6.385843200000000053e+01,1.910579764645896628e-01
6.434220799999999940e+01,1.928431690970280610e-01
6.482598400000000538e+01,1.967521478122196688e-01
6.530975999999999715e+01,1.972686478329422344e-01
6.579353600000000313e+01,1.997802185766769656e-01
6.627731199999999490e+01,2.018461126410626139e-01
6.676108800000000087e+01,2.013494628376236162e-01
6.724486399999999264e+01,1.988257981940182162e-01
6.772863999999999862e+01,1.967355207883847712e-01
6.821241600000000460e+01,1.930509017998587595e-01
6.869619199999999637e+01,1.901997743709545330e-01
6.917996800000000235e+01,1.909507441250195836e-01
6.966374399999999412e+01,1.883311085679623686e-01
7.014752000000000010e+01,1.864622744250398756e-01
7.063129600000000607e+01,1.864991614062901648e-01
7.111507199999999784e+01,1.852424644492098038e-01
7.159884800000000382e+01,1.832748942417259108e-01
7.208262399999999559e+01,1.804131194874821764e-01
7.256640000000000157e+01,1.786138486659993307e-01
7.305017599999999334e+01,1.757201955073699473e-01
7.353395199999999932e+01,1.740482840282866206e-01
7.401772800000000530e+01,1.721784413190680096e-01
7.450150399999999706e+01,1.694624714592936343e-01
7.498528000000000304e+01,1.666171045562928887e-01
7.546905599999999481e+01,1.669049532247457168e-01
7.595283200000000079e+01,1.627212326728967040e-01
7.643660799999999256e+01,1.635919826623736528e-01
7.692038399999999854e+01,1.687329662091607840e-01
7.740416000000000452e+01,1.725453339239053363e-01
7.788793599999999628e+01,1.787379855498356929e-01
7.837171200000000226e+01,1.813886759137028071e-01
7.885548799999999403e+01,1.847900140168921845e-01
7.933926400000000001e+01,1.890650988143696420e-01
7.982304000000000599e+01,1.930889337631389036e-01
8.030681599999999776e+01,1.961718557170355759e-01
8.079059200000000374e+01,1.978604548593204393e-01
8.127436799999999550e+01,1.939519627214683906e-01
8.175814400000000148e+01,1.910604684158950239e-01
8.224191999999999325e+01,1.894022127516717391e-01
8.272569599999999923e+01,1.900960379377593656e-01
8.320947200000000521e+01,1.896565540385480031e-01
8.369324799999999698e+01,1.915615370395482298e-01
8.417702400000000296e+01,1.899788476932562920e-01
8.466079999999999472e+01,1.897407719028643136e-01
8.514457600000000070e+01,1.881753718438232137e-01
8.562835200000000668e+01,1.824842598309347474e-01
8.611212799999999845e+01,1.780652772927207306e-01
8.659590400000000443e+01,1.812056795292165123e-01
8.707967999999999620e+01,1.821709937352331554e-01
8.756345600000000218e+01,1.838132349661154852e-01
8.804723199999999395e+01,1.835886023512814103e-01
8.853100799999999992e+01,1.824815798913256570e-01
8.901478400000000590e+01,1.806110102329798184e-01
8.949855999999999767e+01,1.789679890060844880e-01
8.998233600000000365e+01,1.753631499275858929e-01
9.046611199999999542e+01,1.679134971171696300e-01
9.094988800000000140e+01,1.616082870384030479e-01
9.143366399999999317e+01,1.575561133424764060e-01
9.191743999999999915e+01,1.523102709345751649e-01
9.240121600000000512e+01,1.539868412835594669e-01
9.288499199999999689e+01,1.546645170005762904e-01
9.336876800000000287e+01,1.537352428871079091e-01
9.385254399999999464e+01,1.523929212456547888e-01
9.433632000000000062e+01,1.546096620386201437e-01
9.482009600000000660e+01,1.557158008980201458e-01
9.530387199999999837e+01,1.587899524691877562e-01
9.578764800000000434e+01,1.596150519713737947e-01
9.627142399999999611e+01,1.610549763432967685e-01
9.675520000000000209e+01,1.632183520274589905e-01
9.723897599999999386e+01,1.620211849768334045e-01
9.772275199999999984e+01,1.597960120283931917e-01
9.820652800000000582e+01,1.595928105391889451e-01
9.869030399999999759e+01,1.614927842415956605e-01
9.917408000000000357e+01,1.625587394779228201e-01
9.965785599999999533e+01,1.652275435935758596e-01
1.001416320000000013e+02,1.673615752327289596e-01
1.006254079999999931e+02,1.670142485935592336e-01
1.011091839999999991e+02,1.674411704280902857e-01
1.015929600000000050e+02,1.674070594818953261e-01
1.020767359999999968e+02,1.683637136854687355e-01
1.025605120000000028e+02,1.672528018116281878e-01
1.030442879999999946e+02,1.671110973867656890e-01
1.035280640000000005e+02,1.675360622105936947e-01
1.040118400000000065e+02,1.677524427490184322e-01
1.044956159999999983e+02,1.680086879819597534e-01
1.049793920000000043e+02,1.689067394582972059e-01
1.054631679999999960e+02,1.682405542877258853e-01
1.059469440000000020e+02,1.680776327737665277e-01
1.064307199999999938e+02,1.686641426104270869e-01
1.069144959999999998e+02,1.705910648725371404e-01
1.073982720000000057e+02,1.673926708622124893e-01
1.078820479999999975e+02,1.642648330316827665e-01
1.083658240000000035e+02,1.614768067789526529e-01
1.088495999999999952e+02,1.601199880784769658e-01
1.093333760000000012e+02,1.588666001871217870e-01
1.098171519999999930e+02,1.592013232808839052e-01
1.103009279999999990e+02,1.583167545089708972e-01
1.107847040000000050e+02,1.574001065682631983e-01
1.112684799999999967e+02,1.533179670423004404e-01
1.117522560000000027e+02,1.504933604671953862e-01
1.122360319999999945e+02,1.536596151918092346e-01
1.127198080000000004e+02,1.537738295139333689e-01
1.132035840000000064e+02,1.527676108341780026e-01
1.136873599999999982e+02,1.526650713757043698e-01
1.141711360000000042e+02,1.507611736550414916e-01
1.146549119999999959e+02,1.478176202179186938e-01
1.151386880000000019e+02,1.461330738650736538e-01
1.156224639999999937e+02,1.464941142732739399e-01
1.161062399999999997e+02,1.443697554732684130e-01
1.165900160000000056e+02,1.423063942993954001e-01
1.170737919999999974e+02,1.400120509242449574e-01
1.175575680000000034e+02,1.404904275094117361e-01
1.180413439999999952e+02,1.404268127051181425e-01
1.185251200000000011e+02,1.437190651247803319e-01
1.190088959999999929e+02,1.428470115240126070e-01
1.194926719999999989e+02,1.452942368388532579e-01
1.199764480000000049e+02,1.460157361809832355e-01
1.204602239999999966e+02,1.481162371874185923e-01
1.209440000000000026e+02,1.498197174839669688e-01
1.214277759999999944e+02,1.503579076404065185e-01
1.219115520000000004e+02,1.541539002824263704e-01
1.223953280000000063e+02,1.550974726953803784e-01
1.228791039999999981e+02,1.544937319948129495e-01
1.233628800000000041e+02,1.551952719787365598e-01
1.238466559999999959e+02,1.520093792019130696e-01
1.243304320000000018e+02,1.494784953935385796e-01
1.248142079999999936e+02,1.484921119478962992e-01
1.252979839999999996e+02,1.461121033045355844e-01
1.257817600000000056e+02,1.452603352054291086e-01
1.262655359999999973e+02,1.451477824044400122e-01
1.267493120000000033e+02,1.455256151415908750e-01
1.272330879999999951e+02,1.463389935800862851e-01
1.277168640000000011e+02,1.471864955797481944e-01
1.282006399999999928e+02,1.448112870174000366e-01
1.286844159999999988e+02,1.436608037570391849e-01
1.291681920000000048e+02,1.425712608599680742e-01
1.296519680000000108e+02,1.407588491513136753e-01
1.301357439999999883e+02,1.416163420571875942e-01
1.306195199999999943e+02,1.410601131406512554e-01
1.311032960000000003e+02,1.383018511585655530e-01
1.315870720000000063e+02,1.337695701070587273e-01
1.320708480000000122e+02,1.303530890323030822e-01
1.325546239999999898e+02,1.306925276845704864e-01
1.330383999999999958e+02,1.274110550206608850e-01
1.335221760000000017e+02,1.254485215287184652e-01
1.340059520000000077e+02,1.260530238739152320e-01
1.344897279999999853e+02,1.269083220486987296e-01
1.349735039999999913e+02,1.275580818058424382e-01
1.354572799999999972e+02,1.287313273402983793e-01
1.359410560000000032e+02,1.283882392204404310e-01
1.364248320000000092e+02,1.286585820165846439e-01
1.369086079999999868e+02,1.292585915911040606e-01
1.373923839999999927e+02,1.296243536937513319e-01
1.378761599999999987e+02,1.300790498338963430e-01
1.383599360000000047e+02,1.317921334483327100e-01
1.388437120000000107e+02,1.342897093337988290e-01
1.393274879999999882e+02,1.364514989473261941e-01
1.398112639999999942e+02,1.368916179692930835e-01
1.402950400000000002e+02,1.359623647752419007e-01
1.407788160000000062e+02,1.363164751614774073e-01
1.412625920000000121e+02,1.359786910689853856e-01
1.417463679999999897e+02,1.356326512371666126e-01
1.422301439999999957e+02,1.366731300441491603e-01
1.427139200000000017e+02,1.369021881253810469e-01
1.431976960000000076e+02,1.354991284908949878e-01
1.436814719999999852e+02,1.324103063055489804e-01
1.441652479999999912e+02,1.313276436239109723e-01
1.446490239999999972e+02,1.303514954734734388e-01
1.451328000000000031e+02,1.304483286472020720e-01
1.456165760000000091e+02,1.330368668792333287e-01
1.461003519999999867e+02,1.384097736466373962e-01
1.465841279999999927e+02,1.416141591072105632e-01
1.470679039999999986e+02,1.395741690697177850e-01
1.475516800000000046e+02,1.388315345742137941e-01
1.480354560000000106e+02,1.376623180284038961e-01
1.485192319999999881e+02,1.358249603409556472e-01
1.490030079999999941e+02,1.317176850434048918e-01
1.494867840000000001e+02,1.287934353219260808e-01
1.499705600000000061e+02,1.274785952436365832e-01
1.504543360000000121e+02,1.273079440932202155e-01
1.509381119999999896e+02,1.265012127257696684e-01
1.514218879999999956e+02,1.269737234622395350e-01
1.519056640000000016e+02,1.278681334881722753e-01
1.523894400000000076e+02,1.305733963662191466e-01
1.528732159999999851e+02,1.330387281914179320e-01
1.533569919999999911e+02,1.338993479105302364e-01
1.538407679999999971e+02,1.347814049235146749e-01
1.543245440000000031e+02,1.345780167671313532e-01
1.548083200000000090e+02,1.342935034722789467e-01
1.552920959999999866e+02,1.313435988482365424e-01
1.557758719999999926e+02,1.298560302868308758e-01
1.562596479999999985e+02,1.285046562367726242e-01
1.567434240000000045e+02,1.286326602427845800e-01
1.572272000000000105e+02,1.281760369545677514e-01
1.577109759999999881e+02,1.280762926024750503e-01
1.581947519999999940e+02,1.277351844078374599e-01
1.586785280000000000e+02,1.290720630026796212e-01
1.591623040000000060e+02,1.291611761187164975e-01
1.596460800000000120e+02,1.314454924835042338e-01
1.601298559999999895e+02,1.309292491609821696e-01
1.606136319999999955e+02,1.313482482648816174e-01
1.610974080000000015e+02,1.298594343487017300e-01
1.615811840000000075e+02,1.285111930779274936e-01
1.620649599999999850e+02,1.285880831860536366e-01
1.625487359999999910e+02,1.304467365400514001e-01
1.630325119999999970e+02,1.316098840285154226e-01
1.635162880000000030e+02,1.297642633728664785e-01
1.640000640000000089e+02,1.265401720716257394e-01
1.644838399999999865e+02,1.230923993414711204e-01
1.649676159999999925e+02,1.234449312205671140e-01
1.654513919999999985e+02,1.229700516296918511e-01
1.659351680000000044e+02,1.217821930986364709e-01
1.664189440000000104e+02,1.199649698470434400e-01
1.669027199999999880e+02,1.182490157666363506e-01
1.673864959999999940e+02,1.201671429359700283e-01
1.678702719999999999e+02,1.221088401553277886e-01
1.683540480000000059e+02,1.221881342600950882e-01
1.688378240000000119e+02,1.239390474546500504e-01
1.693215999999999894e+02,1.237536312639838515e-01
1.698053759999999954e+02,1.235431386087378347e-01
1.702891520000000014e+02,1.237280070919013347e-01
1.707729280000000074e+02,1.236413916692284259e-01
1.712567040000000134e+02,1.224808220717611140e-01
1.717404799999999909e+02,1.241192098255222281e-01
1.722242559999999969e+02,1.249673610037485144e-01
1.727080320000000029e+02,1.245599226120012726e-01
1.731918080000000089e+02,1.240766452644547768e-01
1.736755839999999864e+02,1.230752673873313774e-01
1.741593599999999924e+02,1.218192209930059056e-01
1.746431359999999984e+02,1.208972350112248323e-01
1.751269120000000044e+02,1.210028528750617255e-01
1.756106880000000103e+02,1.212217599037839072e-01
1.760944639999999879e+02,1.212117590757101904e-01
1.765782399999999939e+02,1.200866609066978952e-01
1.770620159999999998e+02,1.189887678572414537e-01
1.775457920000000058e+02,1.189127314058998353e-01
1.780295680000000118e+02,1.198724794496721507e-01
1.785133439999999894e+02,1.231846560134914198e-01
1.789971199999999953e+02,1.232764279514328848e-01
1.794808960000000013e+02,1.237110522576773258e-01
1.799646720000000073e+02,1.248507973641414942e-01
1.804484480000000133e+02,1.274103592614281300e-01
1.809322239999999908e+02,1.275327790802009420e-01
1.814159999999999968e+02,1.244290517061946433e-01
1.818997760000000028e+02,1.234788047381281534e-01
1.823835520000000088e+02,1.237990071566769518e-01
1.828673279999999863e+02,1.221384753406665885e-01
1.833511039999999923e+02,1.192226614520811023e-01
1.838348799999999983e+02,1.186819585799179094e-01
1.843186560000000043e+02,1.213324021322176316e-01
1.848024320000000102e+02,1.207853142266177987e-01
1.852862079999999878e+02,1.200493708605946397e-01
1.857699839999999938e+02,1.192182413783687417e-01
1.862537599999999998e+02,1.195523262260712732e-01
1.867375360000000057e+02,1.204916108145703130e-01
1.872213120000000117e+02,1.152206753365141445e-01
1.877050879999999893e+02,1.128388077697943942e-01
1.881888639999999953e+02,1.125265530551570886e-01
1.886726400000000012e+02,1.125606583500871755e-01
1.891564160000000072e+02,1.147126770134107715e-01
1.896401920000000132e+02,1.155702999569083317e-01
1.901239679999999908e+02,1.162925324227836871e-01
1.906077439999999967e+02,1.160893870717822768e-01
1.910915200000000027e+02,1.149842114433314300e-01
1.915752960000000087e+02,1.145822384032034041e-01
1.920590719999999862e+02,1.146192262826914304e-01
1.925428479999999922e+02,1.149126904256523168e-01
1.930266239999999982e+02,1.167719197261390257e-01
1.935104000000000042e+02,1.187447521788411176e-01
