time_fs,S0,S1,S2
9.675520000000000209e+01,0.000000000000000000e+00,7.619236238492608226e-01,2.380762119567937929e-01
9.723897599999999386e+01,0.000000000000000000e+00,7.650771612160520707e-01,2.349226928712889739e-01
9.772275199999999984e+01,0.000000000000000000e+00,7.678245891149266811e-01,2.321752803584739011e-01
9.820652800000000582e+01,0.000000000000000000e+00,7.689734102440713981e-01,2.310265084657263379e-01
9.869030399999999759e+01,0.000000000000000000e+00,7.690976026230200713e-01,2.309023809984115938e-01
9.917408000000000357e+01,0.000000000000000000e+00,7.679711491697188697e-01,2.320288257832572310e-01
9.965785599999999533e+01,0.000000000000000000e+00,7.664985063883690275e-01,2.335014261314652118e-01
1.001416320000000013e+02,0.000000000000000000e+00,7.665746504217539892e-01,2.334252791966514862e-01
1.006254079999999931e+02,0.000000000000000000e+00,7.706666083768833886e-01,2.293332787398981443e-01
1.011091839999999991e+02,0.000000000000000000e+00,7.707350888427815239e-01,2.292647833808612867e-01
1.015929600000000050e+02,0.000000000000000000e+00,7.735241678871885851e-01,2.264758087937433217e-01
1.020767359999999968e+02,0.000000000000000000e+00,7.763752004372344029e-01,2.236247745574740375e-01
1.025605120000000028e+02,0.000000000000000000e+00,7.804856983949232108e-01,2.195143386844323752e-01
1.030442879999999946e+02,0.000000000000000000e+00,7.833741634645121632e-01,2.166258533245427054e-01
1.035280640000000005e+02,0.000000000000000000e+00,7.825661029555471826e-01,2.174339450779775029e-01
1.040118400000000065e+02,0.000000000000000000e+00,7.802545641812583810e-01,2.197454322870032173e-01
1.044956159999999983e+02,0.000000000000000000e+00,7.771119906649894826e-01,2.228880216740256048e-01
1.049793920000000043e+02,0.000000000000000000e+00,7.781217884703016674e-01,2.218782466541556753e-01
1.054631679999999960e+02,0.000000000000000000e+00,7.796650442506747325e-01,2.203349872242723606e-01
1.059469440000000020e+02,0.000000000000000000e+00,7.836621360936187886e-01,2.163378685276823310e-01
1.064307199999999938e+02,0.000000000000000000e+00,7.843908974661352174e-01,2.156091391668156498e-01
1.069144959999999998e+02,0.000000000000000000e+00,7.860101256325690011e-01,2.139899507965204450e-01
1.073982720000000057e+02,0.000000000000000000e+00,7.839804040147571040e-01,2.160197539413991341e-01
1.078820479999999975e+02,0.000000000000000000e+00,7.838289348139442225e-01,2.161711844634628121e-01
1.083658240000000035e+02,0.000000000000000000e+00,7.817585635293338164e-01,2.182415880822440035e-01
1.088495999999999952e+02,0.000000000000000000e+00,7.779000873000838645e-01,2.221001068555451263e-01
1.093333760000000012e+02,0.000000000000000000e+00,7.790307255851965929e-01,2.209694861009659783e-01
1.098171519999999930e+02,0.000000000000000000e+00,7.777816056398715316e-01,2.222186443448391502e-01
1.103009279999999990e+02,0.000000000000000000e+00,7.799917121245538709e-01,2.200085156733679048e-01
1.107847040000000050e+02,0.000000000000000000e+00,7.801090657007778706e-01,2.198912266979657082e-01
1.112684799999999967e+02,0.000000000000000000e+00,7.799086433321452683e-01,2.200917092865032898e-01
1.117522560000000027e+02,0.000000000000000000e+00,7.823662406794675839e-01,2.176340778237968177e-01
1.122360319999999945e+02,0.000000000000000000e+00,7.865767444967446398e-01,2.134235174446038608e-01
1.127198080000000004e+02,0.000000000000000000e+00,7.941175442983859911e-01,2.058827688921532895e-01
1.132035840000000064e+02,0.000000000000000000e+00,7.975114919478265563e-01,2.024888547616844059e-01
1.136873599999999982e+02,0.000000000000000000e+00,7.952947562609049559e-01,2.047055560727445433e-01
1.141711360000000042e+02,0.000000000000000000e+00,7.931443652881022821e-01,2.068559290770209114e-01
1.146549119999999959e+02,0.000000000000000000e+00,7.916197953203500948e-01,2.083805637603996785e-01
1.151386880000000019e+02,0.000000000000000000e+00,7.888214188670699123e-01,2.111789572948196969e-01
1.156224639999999937e+02,0.000000000000000000e+00,7.863210912083954396e-01,2.136793155073234141e-01
1.161062399999999997e+02,0.000000000000000000e+00,7.810735835674632588e-01,2.189268098970539589e-01
1.165900160000000056e+02,0.000000000000000000e+00,7.785011687090976906e-01,2.214992055259093207e-01
1.170737919999999974e+02,0.000000000000000000e+00,7.806771112155136416e-01,2.193232517816391669e-01
1.175575680000000034e+02,0.000000000000000000e+00,7.834942845856713856e-01,2.165061178213587845e-01
1.180413439999999952e+02,0.000000000000000000e+00,7.843873100938361098e-01,2.156130979171233808e-01
1.185251200000000011e+02,0.000000000000000000e+00,7.825641465358045279e-01,2.174362476021088342e-01
1.190088959999999929e+02,0.000000000000000000e+00,7.793711991016666341e-01,2.206292343087045971e-01
1.194926719999999989e+02,0.000000000000000000e+00,7.755784463721296929e-01,2.244219656237348148e-01
1.199764480000000049e+02,0.000000000000000000e+00,7.745221419892112102e-01,2.254782879273456719e-01
1.204602239999999966e+02,0.000000000000000000e+00,7.735576388518444757e-01,2.264428056116069010e-01
1.209440000000000026e+02,0.000000000000000000e+00,7.734186257184555435e-01,2.265818294421607926e-01
1.214277759999999944e+02,0.000000000000000000e+00,7.733645488965754655e-01,2.266358557223212278e-01
1.219115520000000004e+02,0.000000000000000000e+00,7.727206225017443364e-01,2.272797954233485573e-01
1.223953280000000063e+02,0.000000000000000000e+00,7.716047632955459479e-01,2.283957733549608904e-01
1.228791039999999981e+02,0.000000000000000000e+00,7.714446645792275570e-01,2.285558883272430231e-01
1.233628800000000041e+02,0.000000000000000000e+00,7.748436657148299878e-01,2.251568808842714375e-01
1.238466559999999959e+02,0.000000000000000000e+00,7.770112856934198176e-01,2.229892070170053919e-01
1.243304320000000018e+02,0.000000000000000000e+00,7.781226734312375326e-01,2.218778556694969983e-01
1.248142079999999936e+02,0.000000000000000000e+00,7.767674928289965974e-01,2.232331356348244422e-01
1.252979839999999996e+02,0.000000000000000000e+00,7.779752670007082926e-01,2.220253726306983810e-01
1.257817600000000056e+02,0.000000000000000000e+00,7.788962146234417183e-01,2.211044400232996532e-01
1.262655359999999973e+02,0.000000000000000000e+00,7.807479547232142325e-01,2.192526618971179786e-01
1.267493120000000033e+02,0.000000000000000000e+00,7.846383438100914542e-01,2.153623055170234002e-01
1.272330879999999951e+02,0.000000000000000000e+00,7.872561331697944809e-01,2.127445178571651108e-01
1.277168640000000011e+02,0.000000000000000000e+00,7.894366064766309421e-01,2.105639638737686059e-01
1.282006399999999928e+02,0.000000000000000000e+00,7.915504746185044738e-01,2.084501066760054144e-01
1.286844159999999988e+02,0.000000000000000000e+00,7.921339825003317348e-01,2.078666536444684354e-01
1.291681920000000048e+02,0.000000000000000000e+00,7.907745842406804782e-01,2.092261012567040168e-01
1.296519680000000108e+02,0.000000000000000000e+00,7.884810561361141890e-01,2.115196644883439170e-01
1.301357439999999883e+02,0.000000000000000000e+00,7.863905225365347418e-01,2.136102275166506526e-01
1.306195199999999943e+02,0.000000000000000000e+00,7.829629077050038743e-01,2.170379342155095981e-01
1.311032960000000003e+02,0.000000000000000000e+00,7.811484428735703256e-01,2.188524363158575181e-01
1.315870720000000063e+02,0.000000000000000000e+00,7.802349066178080328e-01,2.197660479606804440e-01
1.320708480000000122e+02,0.000000000000000000e+00,7.842150188069374472e-01,2.157859634259106374e-01
1.325546239999999898e+02,0.000000000000000000e+00,7.862327832534299343e-01,2.137681188069789073e-01
1.330383999999999958e+02,0.000000000000000000e+00,7.851084744713978658e-01,2.148924808099674510e-01
1.335221760000000017e+02,0.000000000000000000e+00,7.843142259766429092e-01,2.156867117959450908e-01
1.340059520000000077e+02,0.000000000000000000e+00,7.846728649873225825e-01,2.153281214478859895e-01
1.344897279999999853e+02,0.000000000000000000e+00,7.857222774385040909e-01,2.142787696374779116e-01
1.349735039999999913e+02,0.000000000000000000e+00,7.852925617034078876e-01,2.147084800420361317e-01
1.354572799999999972e+02,0.000000000000000000e+00,7.867749262925498588e-01,2.132261237540861443e-01
1.359410560000000032e+02,0.000000000000000000e+00,7.897630585333045294e-01,2.102380383573740907e-01
1.364248320000000092e+02,0.000000000000000000e+00,7.907590306708164318e-01,2.092421298262821250e-01
1.369086079999999868e+02,0.000000000000000000e+00,7.905606062799900302e-01,2.094404599338363371e-01
1.373923839999999927e+02,0.000000000000000000e+00,7.908441484377841668e-01,2.091570007899635486e-01
1.378761599999999987e+02,0.000000000000000000e+00,7.912968318773482279e-01,2.087043619756300261e-01
1.383599360000000047e+02,0.000000000000000000e+00,7.915011737225116084e-01,2.085000591422508931e-01
1.388437120000000107e+02,0.000000000000000000e+00,7.926285922835836217e-01,2.073726449705719788e-01
1.393274879999999882e+02,0.000000000000000000e+00,7.938128929504650877e-01,2.061883710359153909e-01
1.398112639999999942e+02,0.000000000000000000e+00,7.921631165913196604e-01,2.078381498061922517e-01
1.402950400000000002e+02,0.000000000000000000e+00,7.935595467839493544e-01,2.064417331113629073e-01
1.407788160000000062e+02,0.000000000000000000e+00,7.973546622529468220e-01,2.026466031575843429e-01
1.412625920000000121e+02,0.000000000000000000e+00,7.981556045633956264e-01,2.018455972823470501e-01
1.417463679999999897e+02,0.000000000000000000e+00,7.969163338366992422e-01,2.030849175869096357e-01
1.422301439999999957e+02,0.000000000000000000e+00,7.924300506539925237e-01,2.075712319321628141e-01
1.427139200000000017e+02,0.000000000000000000e+00,7.897218095396403292e-01,2.102794852865828013e-01
1.431976960000000076e+02,0.000000000000000000e+00,7.886059391066655433e-01,2.113953061029338332e-01
1.436814719999999852e+02,0.000000000000000000e+00,7.871778165997533883e-01,2.128234363318594335e-01
1.441652479999999912e+02,0.000000000000000000e+00,7.864285574816767266e-01,2.135727321284571767e-01
1.446490239999999972e+02,0.000000000000000000e+00,7.889229733888238894e-01,2.110783299997537332e-01
1.451328000000000031e+02,0.000000000000000000e+00,7.920332419743476571e-01,2.079680732651049690e-01
1.456165760000000091e+02,0.000000000000000000e+00,7.928291026576069767e-01,2.071722503118247904e-01
1.461003519999999867e+02,0.000000000000000000e+00,7.968691280652608899e-01,2.031322818342005954e-01
1.465841279999999927e+02,0.000000000000000000e+00,7.996446693911848369e-01,2.003567506652340902e-01
1.470679039999999986e+02,0.000000000000000000e+00,8.007407072194843156e-01,1.992607316911799709e-01
1.475516800000000046e+02,0.000000000000000000e+00,7.997440109098475913e-01,2.002574535458950811e-01
1.480354560000000106e+02,0.000000000000000000e+00,7.972916251981483349e-01,2.027098635287212514e-01
1.485192319999999881e+02,0.000000000000000000e+00,7.937079014132315535e-01,2.062936207419824031e-01
1.490030079999999941e+02,0.000000000000000000e+00,7.852745282070380251e-01,2.147270285219150254e-01
1.494867840000000001e+02,0.000000000000000000e+00,7.775730236376434679e-01,2.224285597079357080e-01
1.499705600000000061e+02,0.000000000000000000e+00,7.750130646463904149e-01,2.249885327588095063e-01
1.504543360000000121e+02,0.000000000000000000e+00,7.770582161960402079e-01,2.229433857877068659e-01
1.509381119999999896e+02,0.000000000000000000e+00,7.816167176450463661e-01,2.183849001196009609e-01
1.514218879999999956e+02,0.000000000000000000e+00,7.851417841947273546e-01,2.148597766557759359e-01
1.519056640000000016e+02,0.000000000000000000e+00,7.845803734061032042e-01,2.154211586943564904e-01
1.523894400000000076e+02,0.000000000000000000e+00,7.842355079890575009e-01,2.157659778720520671e-01
1.528732159999999851e+02,0.000000000000000000e+00,7.861750242818612566e-01,2.138264366795765703e-01
1.533569919999999911e+02,0.000000000000000000e+00,7.870537523802522140e-01,2.129477317653381552e-01
1.538407679999999971e+02,0.000000000000000000e+00,7.908289538856171363e-01,2.091725538391917827e-01
1.543245440000000031e+02,0.000000000000000000e+00,7.947521960366560334e-01,2.052493147942779650e-01
1.548083200000000090e+02,0.000000000000000000e+00,7.951125617792156319e-01,2.048890618460324498e-01
1.552920959999999866e+02,0.000000000000000000e+00,7.919951563422655827e-01,2.080064726463708158e-01
1.557758719999999926e+02,0.000000000000000000e+00,7.896837350894022611e-01,2.103178691650130216e-01
1.562596479999999985e+02,0.000000000000000000e+00,7.907079511201086097e-01,2.092936542931819743e-01
1.567434240000000045e+02,0.000000000000000000e+00,7.921262560464056302e-01,2.078753397979784534e-01
1.572272000000000105e+02,0.000000000000000000e+00,7.960112606560382220e-01,2.039902909649620733e-01
1.577109759999999881e+02,0.000000000000000000e+00,7.966847356251848256e-01,2.033168247894064085e-01
1.581947519999999940e+02,0.000000000000000000e+00,7.983541535711653481e-01,2.016473891490783987e-01
1.586785280000000000e+02,0.000000000000000000e+00,7.991647537308963489e-01,2.008367244775471905e-01
1.591623040000000060e+02,0.000000000000000000e+00,7.986728444484169076e-01,2.013285858516291049e-01
1.596460800000000120e+02,0.000000000000000000e+00,7.990188396589125164e-01,2.009825897245006709e-01
1.601298559999999895e+02,0.000000000000000000e+00,7.992686508781882138e-01,2.007327757734208296e-01
1.606136319999999955e+02,0.000000000000000000e+00,7.991300768646054653e-01,2.008713783710590339e-01
1.610974080000000015e+02,0.000000000000000000e+00,7.981323267986975001e-01,2.018691111306548658e-01
1.615811840000000075e+02,0.000000000000000000e+00,7.948391014046211067e-01,2.051623716507578743e-01
1.620649599999999850e+02,0.000000000000000000e+00,7.926770093984524257e-01,2.073244581913425699e-01
1.625487359999999910e+02,0.000000000000000000e+00,7.902313971449594909e-01,2.097700438848095206e-01
1.630325119999999970e+02,0.000000000000000000e+00,7.846360917008943225e-01,2.153653767297425137e-01
1.635162880000000030e+02,0.000000000000000000e+00,7.823814015973936664e-01,2.176201056759388131e-01
1.640000640000000089e+02,0.000000000000000000e+00,7.864075992499749423e-01,2.135938577814183725e-01
1.644838399999999865e+02,0.000000000000000000e+00,7.896768553499504684e-01,2.103245465249048152e-01
1.649676159999999925e+02,0.000000000000000000e+00,7.902609837036618234e-01,2.097404043344571201e-01
1.654513919999999985e+02,0.000000000000000000e+00,7.897386811043607402e-01,2.102627485642772631e-01
1.659351680000000044e+02,0.000000000000000000e+00,7.905526592236021832e-01,2.094487681971346771e-01
1.664189440000000104e+02,0.000000000000000000e+00,7.909682925158911804e-01,2.090331539050249987e-01
1.669027199999999880e+02,0.000000000000000000e+00,7.896382107613957313e-01,2.103631858668496835e-01
1.673864959999999940e+02,0.000000000000000000e+00,7.893762972772746522e-01,2.106250792956436135e-01
1.678702719999999999e+02,0.000000000000000000e+00,7.912325384814312690e-01,2.087688411416633583e-01
1.683540480000000059e+02,0.000000000000000000e+00,7.926870324985120231e-01,2.073143732500076775e-01
1.688378240000000119e+02,0.000000000000000000e+00,7.882475910793629303e-01,2.117537903822715450e-01
1.693215999999999894e+02,0.000000000000000000e+00,7.856152257837153430e-01,2.143861808344308950e-01
1.698053759999999954e+02,0.000000000000000000e+00,7.882767041190553714e-01,2.117247471412663784e-01
1.702891520000000014e+02,0.000000000000000000e+00,7.924656384877857285e-01,2.075357861578301377e-01
1.707729280000000074e+02,0.000000000000000000e+00,7.952724694703992014e-01,2.047289931471356628e-01
1.712567040000000134e+02,0.000000000000000000e+00,7.976893588179401196e-01,2.023121769299638939e-01
1.717404799999999909e+02,0.000000000000000000e+00,8.001627597582771090e-01,1.998387618174345126e-01
1.722242559999999969e+02,0.000000000000000000e+00,8.005720769863058361e-01,1.994294612566941405e-01
1.727080320000000029e+02,0.000000000000000000e+00,8.033221041697256037e-01,1.966793605525340993e-01
1.731918080000000089e+02,0.000000000000000000e+00,8.057717822135231911e-01,1.942296937946218216e-01
1.736755839999999864e+02,0.000000000000000000e+00,8.062541683319223162e-01,1.937473465234675063e-01
1.741593599999999924e+02,0.000000000000000000e+00,8.050701962884322382e-01,1.949313645333215217e-01
1.746431359999999984e+02,0.000000000000000000e+00,8.045907193903837351e-01,1.954108030569731980e-01
1.751269120000000044e+02,0.000000000000000000e+00,8.037394707476765987e-01,1.962620468203930824e-01
1.756106880000000103e+02,0.000000000000000000e+00,8.031814006039001974e-01,1.968201216567286860e-01
1.760944639999999879e+02,0.000000000000000000e+00,8.028462896114068048e-01,1.971552309479482901e-01
1.765782399999999939e+02,0.000000000000000000e+00,8.044245370426458264e-01,1.955770131260021749e-01
1.770620159999999998e+02,0.000000000000000000e+00,8.027494928036587041e-01,1.972520324471984110e-01
1.775457920000000058e+02,0.000000000000000000e+00,8.017022585196336149e-01,1.982992684296418229e-01
1.780295680000000118e+02,0.000000000000000000e+00,7.989741118440722989e-01,2.010275006380648211e-01
1.785133439999999894e+02,0.000000000000000000e+00,7.952404484285331421e-01,2.047612013392826613e-01
1.789971199999999953e+02,0.000000000000000000e+00,7.960325291336100006e-01,2.039691137209822258e-01
1.794808960000000013e+02,0.000000000000000000e+00,7.971352270146390140e-01,2.028663713955435322e-01
1.799646720000000073e+02,0.000000000000000000e+00,7.967676579050533281e-01,2.032339261669257324e-01
1.804484480000000133e+02,0.000000000000000000e+00,7.972581422866116263e-01,2.027434780886313292e-01
1.809322239999999908e+02,0.000000000000000000e+00,7.974912297976138875e-01,2.025104291285133307e-01
1.814159999999999968e+02,0.000000000000000000e+00,7.980031796346621631e-01,2.019985149489293974e-01
1.818997760000000028e+02,0.000000000000000000e+00,7.964279656657374806e-01,2.035736690973264096e-01
1.823835520000000088e+02,0.000000000000000000e+00,7.943413374989800602e-01,2.056602858961711078e-01
1.828673279999999863e+02,0.000000000000000000e+00,7.882605139109664094e-01,2.117410494254767517e-01
1.833511039999999923e+02,0.000000000000000000e+00,7.855771728136099474e-01,2.144243720607362513e-01
1.838348799999999983e+02,0.000000000000000000e+00,7.854128236678494801e-01,2.145887021069434741e-01
1.843186560000000043e+02,0.000000000000000000e+00,7.844090278909099379e-01,2.155925515796694447e-01
1.848024320000000102e+02,0.000000000000000000e+00,7.846050450098783768e-01,2.153965057306706787e-01
1.852862079999999878e+02,0.000000000000000000e+00,7.845985839786464577e-01,2.154030134595618651e-01
1.857699839999999938e+02,0.000000000000000000e+00,7.879955914233099934e-01,2.120059484825116414e-01
1.862537599999999998e+02,0.000000000000000000e+00,7.888641883515630226e-01,2.111373029357408726e-01
1.867375360000000057e+02,0.000000000000000000e+00,7.908553660771057148e-01,2.091461602677303355e-01
1.872213120000000117e+02,0.000000000000000000e+00,7.964030278879163927e-01,2.035984465481766592e-01
1.877050879999999893e+02,0.000000000000000000e+00,8.019446685539028952e-01,1.980567247428519084e-01
1.881888639999999953e+02,0.000000000000000000e+00,8.044308019881710736e-01,1.955705856469686088e-01
1.886726400000000012e+02,0.000000000000000000e+00,8.055370562567952808e-01,1.944643003675955717e-01
1.891564160000000072e+02,0.000000000000000000e+00,8.072869009043951438e-01,1.927144041101248040e-01
1.896401920000000132e+02,0.000000000000000000e+00,8.133796937728318133e-01,1.866215859743969585e-01
1.901239679999999908e+02,0.000000000000000000e+00,8.145871370156766433e-01,1.854141750869430783e-01
1.906077439999999967e+02,0.000000000000000000e+00,8.138031386737296646e-01,1.861982149309016621e-01
1.910915200000000027e+02,0.000000000000000000e+00,8.096655099223477592e-01,1.903359179255461886e-01
1.915752960000000087e+02,0.000000000000000000e+00,8.095489391690904313e-01,1.904525790942410979e-01
1.920590719999999862e+02,0.000000000000000000e+00,8.087970515606922595e-01,1.912045193732078152e-01
1.925428479999999922e+02,0.000000000000000000e+00,8.062061932855069113e-01,1.937954509170677353e-01
1.930266239999999982e+02,0.000000000000000000e+00,8.054218124912422283e-01,1.945797903750941527e-01
1.935104000000000042e+02,0.000000000000000000e+00,8.060755387635148983e-01,1.939260776120996232e-01
